original_filename,augmented_filename,augmentation_type,parameters
0000119_02380_d_0000084.jpg,0000119_02380_d_0000084_original.jpg,original,{}
0000119_02380_d_0000084.jpg,0000119_02380_d_0000084_blur.jpg,blur,{'kernel_size': 13}
0000119_02380_d_0000084.jpg,0000119_02380_d_0000084_dark.jpg,dark,"{'alpha': 0.77, 'beta': -12}"
0000119_02380_d_0000084.jpg,0000119_02380_d_0000084_bright.jpg,bright,"{'alpha': 1.41, 'beta': 30}"
0000119_02380_d_0000084.jpg,0000119_02380_d_0000084_lowcontrast.jpg,lowcontrast,"{'alpha': 0.54, 'mean': np.float64(64.9)}"
0000119_02380_d_0000084.jpg,0000119_02380_d_0000084_noise.jpg,noise,{'sigma': 6}
0000119_02790_d_0000085.jpg,0000119_02790_d_0000085_original.jpg,original,{}
0000119_02790_d_0000085.jpg,0000119_02790_d_0000085_blur.jpg,blur,{'kernel_size': 11}
0000119_02790_d_0000085.jpg,0000119_02790_d_0000085_dark.jpg,dark,"{'alpha': 0.89, 'beta': -17}"
0000119_02790_d_0000085.jpg,0000119_02790_d_0000085_bright.jpg,bright,"{'alpha': 1.33, 'beta': 79}"
0000119_02790_d_0000085.jpg,0000119_02790_d_0000085_lowcontrast.jpg,lowcontrast,"{'alpha': 0.42, 'mean': np.float64(71.91)}"
0000119_02790_d_0000085.jpg,0000119_02790_d_0000085_noise.jpg,noise,{'sigma': 11}
0000119_03289_d_0000086.jpg,0000119_03289_d_0000086_original.jpg,original,{}
0000119_03289_d_0000086.jpg,0000119_03289_d_0000086_blur.jpg,blur,{'kernel_size': 19}
0000119_03289_d_0000086.jpg,0000119_03289_d_0000086_dark.jpg,dark,"{'alpha': 0.89, 'beta': -14}"
0000119_03289_d_0000086.jpg,0000119_03289_d_0000086_bright.jpg,bright,"{'alpha': 1.13, 'beta': 64}"
0000119_03289_d_0000086.jpg,0000119_03289_d_0000086_lowcontrast.jpg,lowcontrast,"{'alpha': 0.63, 'mean': np.float64(68.24)}"
0000119_03289_d_0000086.jpg,0000119_03289_d_0000086_noise.jpg,noise,{'sigma': 8}
0000119_04777_d_0000089.jpg,0000119_04777_d_0000089_original.jpg,original,{}
0000119_04777_d_0000089.jpg,0000119_04777_d_0000089_blur.jpg,blur,{'kernel_size': 9}
0000119_04777_d_0000089.jpg,0000119_04777_d_0000089_dark.jpg,dark,"{'alpha': 0.82, 'beta': -11}"
0000119_04777_d_0000089.jpg,0000119_04777_d_0000089_bright.jpg,bright,"{'alpha': 1.44, 'beta': 58}"
0000119_04777_d_0000089.jpg,0000119_04777_d_0000089_lowcontrast.jpg,lowcontrast,"{'alpha': 0.62, 'mean': np.float64(79.72)}"
0000119_04777_d_0000089.jpg,0000119_04777_d_0000089_noise.jpg,noise,{'sigma': 5}
0000119_05276_d_0000090.jpg,0000119_05276_d_0000090_original.jpg,original,{}
0000119_05276_d_0000090.jpg,0000119_05276_d_0000090_blur.jpg,blur,{'kernel_size': 17}
0000119_05276_d_0000090.jpg,0000119_05276_d_0000090_dark.jpg,dark,"{'alpha': 0.78, 'beta': -9}"
0000119_05276_d_0000090.jpg,0000119_05276_d_0000090_bright.jpg,bright,"{'alpha': 1.13, 'beta': 61}"
0000119_05276_d_0000090.jpg,0000119_05276_d_0000090_lowcontrast.jpg,lowcontrast,"{'alpha': 0.44, 'mean': np.float64(50.61)}"
0000119_05276_d_0000090.jpg,0000119_05276_d_0000090_noise.jpg,noise,{'sigma': 11}
0000121_01466_d_0000110.jpg,0000121_01466_d_0000110_original.jpg,original,{}
0000121_01466_d_0000110.jpg,0000121_01466_d_0000110_blur.jpg,blur,{'kernel_size': 21}
0000121_01466_d_0000110.jpg,0000121_01466_d_0000110_dark.jpg,dark,"{'alpha': 0.68, 'beta': -9}"
0000121_01466_d_0000110.jpg,0000121_01466_d_0000110_bright.jpg,bright,"{'alpha': 1.35, 'beta': 73}"
0000121_01466_d_0000110.jpg,0000121_01466_d_0000110_lowcontrast.jpg,lowcontrast,"{'alpha': 0.48, 'mean': np.float64(105.79)}"
0000121_01466_d_0000110.jpg,0000121_01466_d_0000110_noise.jpg,noise,{'sigma': 7}
0000128_00022_d_0000125.jpg,0000128_00022_d_0000125_original.jpg,original,{}
0000128_00022_d_0000125.jpg,0000128_00022_d_0000125_blur.jpg,blur,{'kernel_size': 19}
0000128_00022_d_0000125.jpg,0000128_00022_d_0000125_dark.jpg,dark,"{'alpha': 0.69, 'beta': -12}"
0000128_00022_d_0000125.jpg,0000128_00022_d_0000125_bright.jpg,bright,"{'alpha': 1.35, 'beta': 78}"
0000128_00022_d_0000125.jpg,0000128_00022_d_0000125_lowcontrast.jpg,lowcontrast,"{'alpha': 0.52, 'mean': np.float64(108.68)}"
0000128_00022_d_0000125.jpg,0000128_00022_d_0000125_noise.jpg,noise,{'sigma': 12}
0000128_00228_d_0000126.jpg,0000128_00228_d_0000126_original.jpg,original,{}
0000128_00228_d_0000126.jpg,0000128_00228_d_0000126_blur.jpg,blur,{'kernel_size': 21}
0000128_00228_d_0000126.jpg,0000128_00228_d_0000126_dark.jpg,dark,"{'alpha': 0.76, 'beta': -12}"
0000128_00228_d_0000126.jpg,0000128_00228_d_0000126_bright.jpg,bright,"{'alpha': 1.23, 'beta': 35}"
0000128_00228_d_0000126.jpg,0000128_00228_d_0000126_lowcontrast.jpg,lowcontrast,"{'alpha': 0.63, 'mean': np.float64(109.36)}"
0000128_00228_d_0000126.jpg,0000128_00228_d_0000126_noise.jpg,noise,{'sigma': 6}
0000128_00510_d_0000127.jpg,0000128_00510_d_0000127_original.jpg,original,{}
0000128_00510_d_0000127.jpg,0000128_00510_d_0000127_blur.jpg,blur,{'kernel_size': 15}
0000128_00510_d_0000127.jpg,0000128_00510_d_0000127_dark.jpg,dark,"{'alpha': 0.87, 'beta': -13}"
0000128_00510_d_0000127.jpg,0000128_00510_d_0000127_bright.jpg,bright,"{'alpha': 1.4, 'beta': 56}"
0000128_00510_d_0000127.jpg,0000128_00510_d_0000127_lowcontrast.jpg,lowcontrast,"{'alpha': 0.54, 'mean': np.float64(100.13)}"
0000128_00510_d_0000127.jpg,0000128_00510_d_0000127_noise.jpg,noise,{'sigma': 11}
0000128_00900_d_0000128.jpg,0000128_00900_d_0000128_original.jpg,original,{}
0000128_00900_d_0000128.jpg,0000128_00900_d_0000128_blur.jpg,blur,{'kernel_size': 17}
0000128_00900_d_0000128.jpg,0000128_00900_d_0000128_dark.jpg,dark,"{'alpha': 0.66, 'beta': -10}"
0000128_00900_d_0000128.jpg,0000128_00900_d_0000128_bright.jpg,bright,"{'alpha': 1.17, 'beta': 33}"
0000128_00900_d_0000128.jpg,0000128_00900_d_0000128_lowcontrast.jpg,lowcontrast,"{'alpha': 0.44, 'mean': np.float64(102.5)}"
0000128_00900_d_0000128.jpg,0000128_00900_d_0000128_noise.jpg,noise,{'sigma': 9}
0000128_01836_d_0000130.jpg,0000128_01836_d_0000130_original.jpg,original,{}
0000128_01836_d_0000130.jpg,0000128_01836_d_0000130_blur.jpg,blur,{'kernel_size': 17}
0000128_01836_d_0000130.jpg,0000128_01836_d_0000130_dark.jpg,dark,"{'alpha': 0.72, 'beta': -12}"
0000128_01836_d_0000130.jpg,0000128_01836_d_0000130_bright.jpg,bright,"{'alpha': 1.32, 'beta': 53}"
0000128_01836_d_0000130.jpg,0000128_01836_d_0000130_lowcontrast.jpg,lowcontrast,"{'alpha': 0.68, 'mean': np.float64(103.67)}"
0000128_01836_d_0000130.jpg,0000128_01836_d_0000130_noise.jpg,noise,{'sigma': 6}
0000151_00030_d_0000132.jpg,0000151_00030_d_0000132_original.jpg,original,{}
0000151_00030_d_0000132.jpg,0000151_00030_d_0000132_blur.jpg,blur,{'kernel_size': 13}
0000151_00030_d_0000132.jpg,0000151_00030_d_0000132_dark.jpg,dark,"{'alpha': 0.83, 'beta': -5}"
0000151_00030_d_0000132.jpg,0000151_00030_d_0000132_bright.jpg,bright,"{'alpha': 1.32, 'beta': 35}"
0000151_00030_d_0000132.jpg,0000151_00030_d_0000132_lowcontrast.jpg,lowcontrast,"{'alpha': 0.58, 'mean': np.float64(96.73)}"
0000151_00030_d_0000132.jpg,0000151_00030_d_0000132_noise.jpg,noise,{'sigma': 12}
0000151_00348_d_0000133.jpg,0000151_00348_d_0000133_original.jpg,original,{}
0000151_00348_d_0000133.jpg,0000151_00348_d_0000133_blur.jpg,blur,{'kernel_size': 21}
0000151_00348_d_0000133.jpg,0000151_00348_d_0000133_dark.jpg,dark,"{'alpha': 0.85, 'beta': -18}"
0000151_00348_d_0000133.jpg,0000151_00348_d_0000133_bright.jpg,bright,"{'alpha': 1.22, 'beta': 45}"
0000151_00348_d_0000133.jpg,0000151_00348_d_0000133_lowcontrast.jpg,lowcontrast,"{'alpha': 0.58, 'mean': np.float64(128.66)}"
0000151_00348_d_0000133.jpg,0000151_00348_d_0000133_noise.jpg,noise,{'sigma': 9}
0000151_01134_d_0000135.jpg,0000151_01134_d_0000135_original.jpg,original,{}
0000151_01134_d_0000135.jpg,0000151_01134_d_0000135_blur.jpg,blur,{'kernel_size': 17}
0000151_01134_d_0000135.jpg,0000151_01134_d_0000135_dark.jpg,dark,"{'alpha': 0.77, 'beta': -9}"
0000151_01134_d_0000135.jpg,0000151_01134_d_0000135_bright.jpg,bright,"{'alpha': 1.27, 'beta': 67}"
0000151_01134_d_0000135.jpg,0000151_01134_d_0000135_lowcontrast.jpg,lowcontrast,"{'alpha': 0.52, 'mean': np.float64(126.01)}"
0000151_01134_d_0000135.jpg,0000151_01134_d_0000135_noise.jpg,noise,{'sigma': 10}
0000151_01569_d_0000136.jpg,0000151_01569_d_0000136_original.jpg,original,{}
0000151_01569_d_0000136.jpg,0000151_01569_d_0000136_blur.jpg,blur,{'kernel_size': 21}
0000151_01569_d_0000136.jpg,0000151_01569_d_0000136_dark.jpg,dark,"{'alpha': 0.72, 'beta': -12}"
0000151_01569_d_0000136.jpg,0000151_01569_d_0000136_bright.jpg,bright,"{'alpha': 1.19, 'beta': 66}"
0000151_01569_d_0000136.jpg,0000151_01569_d_0000136_lowcontrast.jpg,lowcontrast,"{'alpha': 0.38, 'mean': np.float64(127.16)}"
0000151_01569_d_0000136.jpg,0000151_01569_d_0000136_noise.jpg,noise,{'sigma': 6}
0000151_02567_d_0000138.jpg,0000151_02567_d_0000138_original.jpg,original,{}
0000151_02567_d_0000138.jpg,0000151_02567_d_0000138_blur.jpg,blur,{'kernel_size': 11}
0000151_02567_d_0000138.jpg,0000151_02567_d_0000138_dark.jpg,dark,"{'alpha': 0.7, 'beta': -5}"
0000151_02567_d_0000138.jpg,0000151_02567_d_0000138_bright.jpg,bright,"{'alpha': 1.21, 'beta': 57}"
0000151_02567_d_0000138.jpg,0000151_02567_d_0000138_lowcontrast.jpg,lowcontrast,"{'alpha': 0.69, 'mean': np.float64(123.71)}"
0000151_02567_d_0000138.jpg,0000151_02567_d_0000138_noise.jpg,noise,{'sigma': 9}
0000151_03491_d_0000140.jpg,0000151_03491_d_0000140_original.jpg,original,{}
0000151_03491_d_0000140.jpg,0000151_03491_d_0000140_blur.jpg,blur,{'kernel_size': 9}
0000151_03491_d_0000140.jpg,0000151_03491_d_0000140_dark.jpg,dark,"{'alpha': 0.86, 'beta': -11}"
0000151_03491_d_0000140.jpg,0000151_03491_d_0000140_bright.jpg,bright,"{'alpha': 1.19, 'beta': 31}"
0000151_03491_d_0000140.jpg,0000151_03491_d_0000140_lowcontrast.jpg,lowcontrast,"{'alpha': 0.42, 'mean': np.float64(118.77)}"
0000151_03491_d_0000140.jpg,0000151_03491_d_0000140_noise.jpg,noise,{'sigma': 7}
0000151_03986_d_0000141.jpg,0000151_03986_d_0000141_original.jpg,original,{}
0000151_03986_d_0000141.jpg,0000151_03986_d_0000141_blur.jpg,blur,{'kernel_size': 15}
0000151_03986_d_0000141.jpg,0000151_03986_d_0000141_dark.jpg,dark,"{'alpha': 0.66, 'beta': -19}"
0000151_03986_d_0000141.jpg,0000151_03986_d_0000141_bright.jpg,bright,"{'alpha': 1.32, 'beta': 64}"
0000151_03986_d_0000141.jpg,0000151_03986_d_0000141_lowcontrast.jpg,lowcontrast,"{'alpha': 0.68, 'mean': np.float64(113.85)}"
0000151_03986_d_0000141.jpg,0000151_03986_d_0000141_noise.jpg,noise,{'sigma': 12}
0000151_04331_d_0000142.jpg,0000151_04331_d_0000142_original.jpg,original,{}
0000151_04331_d_0000142.jpg,0000151_04331_d_0000142_blur.jpg,blur,{'kernel_size': 9}
0000151_04331_d_0000142.jpg,0000151_04331_d_0000142_dark.jpg,dark,"{'alpha': 0.87, 'beta': -11}"
0000151_04331_d_0000142.jpg,0000151_04331_d_0000142_bright.jpg,bright,"{'alpha': 1.29, 'beta': 48}"
0000151_04331_d_0000142.jpg,0000151_04331_d_0000142_lowcontrast.jpg,lowcontrast,"{'alpha': 0.44, 'mean': np.float64(108.38)}"
0000151_04331_d_0000142.jpg,0000151_04331_d_0000142_noise.jpg,noise,{'sigma': 5}
0000168_00006_d_0000166.jpg,0000168_00006_d_0000166_original.jpg,original,{}
0000168_00006_d_0000166.jpg,0000168_00006_d_0000166_blur.jpg,blur,{'kernel_size': 15}
0000168_00006_d_0000166.jpg,0000168_00006_d_0000166_dark.jpg,dark,"{'alpha': 0.89, 'beta': -5}"
0000168_00006_d_0000166.jpg,0000168_00006_d_0000166_bright.jpg,bright,"{'alpha': 1.15, 'beta': 24}"
0000168_00006_d_0000166.jpg,0000168_00006_d_0000166_lowcontrast.jpg,lowcontrast,"{'alpha': 0.46, 'mean': np.float64(88.78)}"
0000168_00006_d_0000166.jpg,0000168_00006_d_0000166_noise.jpg,noise,{'sigma': 6}
0000168_00312_d_0000167.jpg,0000168_00312_d_0000167_original.jpg,original,{}
0000168_00312_d_0000167.jpg,0000168_00312_d_0000167_blur.jpg,blur,{'kernel_size': 7}
0000168_00312_d_0000167.jpg,0000168_00312_d_0000167_dark.jpg,dark,"{'alpha': 0.69, 'beta': -11}"
0000168_00312_d_0000167.jpg,0000168_00312_d_0000167_bright.jpg,bright,"{'alpha': 1.13, 'beta': 35}"
0000168_00312_d_0000167.jpg,0000168_00312_d_0000167_lowcontrast.jpg,lowcontrast,"{'alpha': 0.35, 'mean': np.float64(90.72)}"
0000168_00312_d_0000167.jpg,0000168_00312_d_0000167_noise.jpg,noise,{'sigma': 11}
0000168_00804_d_0000168.jpg,0000168_00804_d_0000168_original.jpg,original,{}
0000168_00804_d_0000168.jpg,0000168_00804_d_0000168_blur.jpg,blur,{'kernel_size': 13}
0000168_00804_d_0000168.jpg,0000168_00804_d_0000168_dark.jpg,dark,"{'alpha': 0.84, 'beta': -8}"
0000168_00804_d_0000168.jpg,0000168_00804_d_0000168_bright.jpg,bright,"{'alpha': 1.28, 'beta': 48}"
0000168_00804_d_0000168.jpg,0000168_00804_d_0000168_lowcontrast.jpg,lowcontrast,"{'alpha': 0.42, 'mean': np.float64(106.39)}"
0000168_00804_d_0000168.jpg,0000168_00804_d_0000168_noise.jpg,noise,{'sigma': 11}
0000168_01272_d_0000169.jpg,0000168_01272_d_0000169_original.jpg,original,{}
0000168_01272_d_0000169.jpg,0000168_01272_d_0000169_blur.jpg,blur,{'kernel_size': 15}
0000168_01272_d_0000169.jpg,0000168_01272_d_0000169_dark.jpg,dark,"{'alpha': 0.79, 'beta': -19}"
0000168_01272_d_0000169.jpg,0000168_01272_d_0000169_bright.jpg,bright,"{'alpha': 1.34, 'beta': 67}"
0000168_01272_d_0000169.jpg,0000168_01272_d_0000169_lowcontrast.jpg,lowcontrast,"{'alpha': 0.34, 'mean': np.float64(86.79)}"
0000168_01272_d_0000169.jpg,0000168_01272_d_0000169_noise.jpg,noise,{'sigma': 8}
0000168_01491_d_0000170.jpg,0000168_01491_d_0000170_original.jpg,original,{}
0000168_01491_d_0000170.jpg,0000168_01491_d_0000170_blur.jpg,blur,{'kernel_size': 13}
0000168_01491_d_0000170.jpg,0000168_01491_d_0000170_dark.jpg,dark,"{'alpha': 0.72, 'beta': -18}"
0000168_01491_d_0000170.jpg,0000168_01491_d_0000170_bright.jpg,bright,"{'alpha': 1.16, 'beta': 31}"
0000168_01491_d_0000170.jpg,0000168_01491_d_0000170_lowcontrast.jpg,lowcontrast,"{'alpha': 0.52, 'mean': np.float64(96.55)}"
0000168_01491_d_0000170.jpg,0000168_01491_d_0000170_noise.jpg,noise,{'sigma': 7}
0000168_01963_d_0000171.jpg,0000168_01963_d_0000171_original.jpg,original,{}
0000168_01963_d_0000171.jpg,0000168_01963_d_0000171_blur.jpg,blur,{'kernel_size': 7}
0000168_01963_d_0000171.jpg,0000168_01963_d_0000171_dark.jpg,dark,"{'alpha': 0.75, 'beta': -5}"
0000168_01963_d_0000171.jpg,0000168_01963_d_0000171_bright.jpg,bright,"{'alpha': 1.22, 'beta': 34}"
0000168_01963_d_0000171.jpg,0000168_01963_d_0000171_lowcontrast.jpg,lowcontrast,"{'alpha': 0.42, 'mean': np.float64(104.95)}"
0000168_01963_d_0000171.jpg,0000168_01963_d_0000171_noise.jpg,noise,{'sigma': 9}
0000168_03306_d_0000174.jpg,0000168_03306_d_0000174_original.jpg,original,{}
0000168_03306_d_0000174.jpg,0000168_03306_d_0000174_blur.jpg,blur,{'kernel_size': 21}
0000168_03306_d_0000174.jpg,0000168_03306_d_0000174_dark.jpg,dark,"{'alpha': 0.67, 'beta': -13}"
0000168_03306_d_0000174.jpg,0000168_03306_d_0000174_bright.jpg,bright,"{'alpha': 1.47, 'beta': 70}"
0000168_03306_d_0000174.jpg,0000168_03306_d_0000174_lowcontrast.jpg,lowcontrast,"{'alpha': 0.62, 'mean': np.float64(105.54)}"
0000168_03306_d_0000174.jpg,0000168_03306_d_0000174_noise.jpg,noise,{'sigma': 8}
0000168_03535_d_0000175.jpg,0000168_03535_d_0000175_original.jpg,original,{}
0000168_03535_d_0000175.jpg,0000168_03535_d_0000175_blur.jpg,blur,{'kernel_size': 19}
0000168_03535_d_0000175.jpg,0000168_03535_d_0000175_dark.jpg,dark,"{'alpha': 0.68, 'beta': -13}"
0000168_03535_d_0000175.jpg,0000168_03535_d_0000175_bright.jpg,bright,"{'alpha': 1.36, 'beta': 78}"
0000168_03535_d_0000175.jpg,0000168_03535_d_0000175_lowcontrast.jpg,lowcontrast,"{'alpha': 0.41, 'mean': np.float64(129.76)}"
0000168_03535_d_0000175.jpg,0000168_03535_d_0000175_noise.jpg,noise,{'sigma': 7}
0000185_00069_d_0000183.jpg,0000185_00069_d_0000183_original.jpg,original,{}
0000185_00069_d_0000183.jpg,0000185_00069_d_0000183_blur.jpg,blur,{'kernel_size': 9}
0000185_00069_d_0000183.jpg,0000185_00069_d_0000183_dark.jpg,dark,"{'alpha': 0.66, 'beta': -11}"
0000185_00069_d_0000183.jpg,0000185_00069_d_0000183_bright.jpg,bright,"{'alpha': 1.34, 'beta': 72}"
0000185_00069_d_0000183.jpg,0000185_00069_d_0000183_lowcontrast.jpg,lowcontrast,"{'alpha': 0.53, 'mean': np.float64(121.01)}"
0000185_00069_d_0000183.jpg,0000185_00069_d_0000183_noise.jpg,noise,{'sigma': 9}
0000185_00504_d_0000184.jpg,0000185_00504_d_0000184_original.jpg,original,{}
0000185_00504_d_0000184.jpg,0000185_00504_d_0000184_blur.jpg,blur,{'kernel_size': 21}
0000185_00504_d_0000184.jpg,0000185_00504_d_0000184_dark.jpg,dark,"{'alpha': 0.68, 'beta': -11}"
0000185_00504_d_0000184.jpg,0000185_00504_d_0000184_bright.jpg,bright,"{'alpha': 1.38, 'beta': 80}"
0000185_00504_d_0000184.jpg,0000185_00504_d_0000184_lowcontrast.jpg,lowcontrast,"{'alpha': 0.41, 'mean': np.float64(111.63)}"
0000185_00504_d_0000184.jpg,0000185_00504_d_0000184_noise.jpg,noise,{'sigma': 12}
0000185_01003_d_0000185.jpg,0000185_01003_d_0000185_original.jpg,original,{}
0000185_01003_d_0000185.jpg,0000185_01003_d_0000185_blur.jpg,blur,{'kernel_size': 21}
0000185_01003_d_0000185.jpg,0000185_01003_d_0000185_dark.jpg,dark,"{'alpha': 0.67, 'beta': -19}"
0000185_01003_d_0000185.jpg,0000185_01003_d_0000185_bright.jpg,bright,"{'alpha': 1.46, 'beta': 67}"
0000185_01003_d_0000185.jpg,0000185_01003_d_0000185_lowcontrast.jpg,lowcontrast,"{'alpha': 0.43, 'mean': np.float64(112.83)}"
0000185_01003_d_0000185.jpg,0000185_01003_d_0000185_noise.jpg,noise,{'sigma': 9}
0000185_01401_d_0000186.jpg,0000185_01401_d_0000186_original.jpg,original,{}
0000185_01401_d_0000186.jpg,0000185_01401_d_0000186_blur.jpg,blur,{'kernel_size': 7}
0000185_01401_d_0000186.jpg,0000185_01401_d_0000186_dark.jpg,dark,"{'alpha': 0.67, 'beta': -20}"
0000185_01401_d_0000186.jpg,0000185_01401_d_0000186_bright.jpg,bright,"{'alpha': 1.5, 'beta': 63}"
0000185_01401_d_0000186.jpg,0000185_01401_d_0000186_lowcontrast.jpg,lowcontrast,"{'alpha': 0.63, 'mean': np.float64(126.02)}"
0000185_01401_d_0000186.jpg,0000185_01401_d_0000186_noise.jpg,noise,{'sigma': 5}
0000188_00642_d_0000195.jpg,0000188_00642_d_0000195_original.jpg,original,{}
0000188_00642_d_0000195.jpg,0000188_00642_d_0000195_blur.jpg,blur,{'kernel_size': 11}
0000188_00642_d_0000195.jpg,0000188_00642_d_0000195_dark.jpg,dark,"{'alpha': 0.77, 'beta': -6}"
0000188_00642_d_0000195.jpg,0000188_00642_d_0000195_bright.jpg,bright,"{'alpha': 1.47, 'beta': 31}"
0000188_00642_d_0000195.jpg,0000188_00642_d_0000195_lowcontrast.jpg,lowcontrast,"{'alpha': 0.7, 'mean': np.float64(96.73)}"
0000188_00642_d_0000195.jpg,0000188_00642_d_0000195_noise.jpg,noise,{'sigma': 11}
0000188_00822_d_0000196.jpg,0000188_00822_d_0000196_original.jpg,original,{}
0000188_00822_d_0000196.jpg,0000188_00822_d_0000196_blur.jpg,blur,{'kernel_size': 21}
0000188_00822_d_0000196.jpg,0000188_00822_d_0000196_dark.jpg,dark,"{'alpha': 0.89, 'beta': -5}"
0000188_00822_d_0000196.jpg,0000188_00822_d_0000196_bright.jpg,bright,"{'alpha': 1.24, 'beta': 41}"
0000188_00822_d_0000196.jpg,0000188_00822_d_0000196_lowcontrast.jpg,lowcontrast,"{'alpha': 0.43, 'mean': np.float64(91.34)}"
0000188_00822_d_0000196.jpg,0000188_00822_d_0000196_noise.jpg,noise,{'sigma': 6}
0000188_00960_d_0000197.jpg,0000188_00960_d_0000197_original.jpg,original,{}
0000188_00960_d_0000197.jpg,0000188_00960_d_0000197_blur.jpg,blur,{'kernel_size': 11}
0000188_00960_d_0000197.jpg,0000188_00960_d_0000197_dark.jpg,dark,"{'alpha': 0.73, 'beta': -5}"
0000188_00960_d_0000197.jpg,0000188_00960_d_0000197_bright.jpg,bright,"{'alpha': 1.22, 'beta': 80}"
0000188_00960_d_0000197.jpg,0000188_00960_d_0000197_lowcontrast.jpg,lowcontrast,"{'alpha': 0.46, 'mean': np.float64(105.3)}"
0000188_00960_d_0000197.jpg,0000188_00960_d_0000197_noise.jpg,noise,{'sigma': 5}
0000191_00023_d_0000203.jpg,0000191_00023_d_0000203_original.jpg,original,{}
0000191_00023_d_0000203.jpg,0000191_00023_d_0000203_blur.jpg,blur,{'kernel_size': 21}
0000191_00023_d_0000203.jpg,0000191_00023_d_0000203_dark.jpg,dark,"{'alpha': 0.67, 'beta': -12}"
0000191_00023_d_0000203.jpg,0000191_00023_d_0000203_bright.jpg,bright,"{'alpha': 1.23, 'beta': 69}"
0000191_00023_d_0000203.jpg,0000191_00023_d_0000203_lowcontrast.jpg,lowcontrast,"{'alpha': 0.46, 'mean': np.float64(94.01)}"
0000191_00023_d_0000203.jpg,0000191_00023_d_0000203_noise.jpg,noise,{'sigma': 5}
0000191_00369_d_0000204.jpg,0000191_00369_d_0000204_original.jpg,original,{}
0000191_00369_d_0000204.jpg,0000191_00369_d_0000204_blur.jpg,blur,{'kernel_size': 21}
0000191_00369_d_0000204.jpg,0000191_00369_d_0000204_dark.jpg,dark,"{'alpha': 0.75, 'beta': -14}"
0000191_00369_d_0000204.jpg,0000191_00369_d_0000204_bright.jpg,bright,"{'alpha': 1.31, 'beta': 59}"
0000191_00369_d_0000204.jpg,0000191_00369_d_0000204_lowcontrast.jpg,lowcontrast,"{'alpha': 0.6, 'mean': np.float64(89.21)}"
0000191_00369_d_0000204.jpg,0000191_00369_d_0000204_noise.jpg,noise,{'sigma': 12}
0000191_01758_d_0000207.jpg,0000191_01758_d_0000207_original.jpg,original,{}
0000191_01758_d_0000207.jpg,0000191_01758_d_0000207_blur.jpg,blur,{'kernel_size': 7}
0000191_01758_d_0000207.jpg,0000191_01758_d_0000207_dark.jpg,dark,"{'alpha': 0.7, 'beta': -16}"
0000191_01758_d_0000207.jpg,0000191_01758_d_0000207_bright.jpg,bright,"{'alpha': 1.47, 'beta': 48}"
0000191_01758_d_0000207.jpg,0000191_01758_d_0000207_lowcontrast.jpg,lowcontrast,"{'alpha': 0.65, 'mean': np.float64(98.26)}"
0000191_01758_d_0000207.jpg,0000191_01758_d_0000207_noise.jpg,noise,{'sigma': 12}
0000191_03064_d_0000210.jpg,0000191_03064_d_0000210_original.jpg,original,{}
0000191_03064_d_0000210.jpg,0000191_03064_d_0000210_blur.jpg,blur,{'kernel_size': 9}
0000191_03064_d_0000210.jpg,0000191_03064_d_0000210_dark.jpg,dark,"{'alpha': 0.66, 'beta': -13}"
0000191_03064_d_0000210.jpg,0000191_03064_d_0000210_bright.jpg,bright,"{'alpha': 1.38, 'beta': 39}"
0000191_03064_d_0000210.jpg,0000191_03064_d_0000210_lowcontrast.jpg,lowcontrast,"{'alpha': 0.52, 'mean': np.float64(102.32)}"
0000191_03064_d_0000210.jpg,0000191_03064_d_0000210_noise.jpg,noise,{'sigma': 11}
0000231_00500_d_0000002.jpg,0000231_00500_d_0000002_original.jpg,original,{}
0000231_00500_d_0000002.jpg,0000231_00500_d_0000002_blur.jpg,blur,{'kernel_size': 9}
0000231_00500_d_0000002.jpg,0000231_00500_d_0000002_dark.jpg,dark,"{'alpha': 0.71, 'beta': -17}"
0000231_00500_d_0000002.jpg,0000231_00500_d_0000002_bright.jpg,bright,"{'alpha': 1.28, 'beta': 27}"
0000231_00500_d_0000002.jpg,0000231_00500_d_0000002_lowcontrast.jpg,lowcontrast,"{'alpha': 0.56, 'mean': np.float64(131.89)}"
0000231_00500_d_0000002.jpg,0000231_00500_d_0000002_noise.jpg,noise,{'sigma': 7}
0000231_01000_d_0000003.jpg,0000231_01000_d_0000003_original.jpg,original,{}
0000231_01000_d_0000003.jpg,0000231_01000_d_0000003_blur.jpg,blur,{'kernel_size': 21}
0000231_01000_d_0000003.jpg,0000231_01000_d_0000003_dark.jpg,dark,"{'alpha': 0.88, 'beta': -11}"
0000231_01000_d_0000003.jpg,0000231_01000_d_0000003_bright.jpg,bright,"{'alpha': 1.3, 'beta': 37}"
0000231_01000_d_0000003.jpg,0000231_01000_d_0000003_lowcontrast.jpg,lowcontrast,"{'alpha': 0.47, 'mean': np.float64(150.78)}"
0000231_01000_d_0000003.jpg,0000231_01000_d_0000003_noise.jpg,noise,{'sigma': 12}
0000231_01500_d_0000004.jpg,0000231_01500_d_0000004_original.jpg,original,{}
0000231_01500_d_0000004.jpg,0000231_01500_d_0000004_blur.jpg,blur,{'kernel_size': 21}
0000231_01500_d_0000004.jpg,0000231_01500_d_0000004_dark.jpg,dark,"{'alpha': 0.71, 'beta': -16}"
0000231_01500_d_0000004.jpg,0000231_01500_d_0000004_bright.jpg,bright,"{'alpha': 1.25, 'beta': 78}"
